"Tree Id",Address,"New Data Field","Common Name","Root Issues","Scientific Name",Condition,"Crown/Branch Issues",Status,"Tree Work-Pruning","Trunk Issues","Tree Work-PHC","Tree Work-Other","Primary ID",Targets,"Client Site","Site Factors","Main Issue - Trunk","Main Issue - Branch","Main Issue - Root",Priority,"Health Issues","Load on Branch Defect","Load on Root Defect","Load on Trunk Defect","Fall Distance/Dead-Weak Branches","Likelihood of Failure - Trunk","Likelihood of Failure - Roots","Likelihood of Impact - Roots","Likelihood of Failure - Branches","Likelihood of Impact - Trunk","Likelihood of Failure and Impact - Roots","Likelihood of Failure and Impact - Trunk","Likelihood of Impact - Crown/Branches",AB,"Tree Work-Preservation",Monitor,"Consequences - Roots","Likelihood of Failure and Impact - Branches","Consequences - Trunk",Years,"Risk Rating - Trunk","Risk Rating - Roots","Consequences - Branches",Cycle,Grove,"Risk Rating - Branches","Residence Name","Phone Number",Email,"Tag Number",Veteran/Historic/Memorial?,"Next Inspection","Last Inspection","Inspection Cycle",Notes,"Address Number","Address Street",City,Code,Cultivar,Genus,"Land Use","Land Type","Location on Site",DBH,"DBH Stem 1","DBH Stem 2","DBH Stem 3","DBH Stem 4","DBH Stem 5","DBH Stem 6",User,"Number of Stems (Multi Calc)","Last Modified User","DBH Range","Date Added","Tree Height (Estimated)","Height Range","Last Modified","TPZ Ratio","Tree Protection Zone (TPZ)","CRZ Ratio","Critical Root Zone (CRZ)","Crown Spread","Canopy Shape",Observations-Characteristics,"Pest Management Observations","Observations-Biotic Pest",Observations-Abiotic,"Observation Comments",Longitude,Latitude,Photos,"Tree Work Preservation","Overall Risk Rating","Mitigation Options","Residual Risk",Final/Preliminary?,"Inspection Interval","Sidewalk Infringement","Tree Well Rating","Well Covering",Dimensions
3383,"121 Church Street",,,,,,,"Proposed Site - Medium",,,,,12977,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,121,"Church Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/22/2021,,N/A,10/22/2021,,,,,,,,,,,,-75.513284071619,40.133238110797,,,,,,,,,,,
3382,"121 Church Street",,,,,,,"Proposed Site - Medium",,,,,12976,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,121,"Church Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/22/2021,,N/A,10/22/2021,,,,,,,,,,,,-75.513202532481,40.133248876848,,,,,,,,,,,
3381,"140 Church Street",,,,,,,"Proposed Site - Medium",,,,,12975,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,140,"Church Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/22/2021,,N/A,10/22/2021,,,,,,,,,,,,-75.513124212027,40.133258822639,,,,,,,,,,,
3380,"140 Church Street",,,,,,,"Proposed Site - Medium",,,,,12974,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,140,"Church Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/22/2021,,N/A,10/22/2021,,,,,,,,,,,,-75.513054474593,40.13326794814,,,,,,,,,,,
3379,"140 Church Street",,,,,,,"Proposed Site - Medium",,,,,12973,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,140,"Church Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/22/2021,,N/A,10/22/2021,,,,,,,,,,,,-75.512984737158,40.133275433124,,,,,,,,,,,
3378,"110 Church Street",,,,,,,"Proposed Site - Medium",,,,,12972,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,110,"Church Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/22/2021,,N/A,10/22/2021,,,,,,,,,,,,-75.512871011512,40.133200891053,,,,,,,,,,,
3377,"110 Church Street",,,,,,,"Proposed Site - Medium",,,,,12971,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,110,"Church Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/22/2021,,N/A,10/22/2021,,,,,,,,,,,,-75.512768014703,40.133213297657,,,,,,,,,,,
3376,"110 Church Street",,,,,,,"Proposed Site - Medium",,,,,12970,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,110,"Church Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/22/2021,,N/A,10/22/2021,,,,,,,,,,,,-75.512673600994,40.13322570426,,,,,,,,,,,
3375,"110 Church Street",,,,,,,"Proposed Site - Medium",,,,,12969,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,110,"Church Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/22/2021,,N/A,10/22/2021,,,,,,,,,,,,-75.512802347027,40.133300451384,,,,,,,,,,,
3374,"111 Church Street",,,,,,,"Proposed Site - Medium",,,,,12968,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,111,"Church Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/22/2021,,N/A,10/22/2021,,,,,,,,,,,,-75.512685402698,40.133313678228,,,,,,,,,,,
3373,"111 Church Street",,,,,,,"Proposed Site - Medium",,,,,12967,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,111,"Church Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/22/2021,,N/A,10/22/2021,,,,,,,,,,,,-75.512534126126,40.13333346725,,,,,,,,,,,
3372,"111 Church Street",,,,,,,"Proposed Site - Medium",,,,,12966,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,111,"Church Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/22/2021,,N/A,10/22/2021,,,,,,,,,,,,-75.512450977646,40.133345258622,,,,,,,,,,,
3371,"85 Starr Street",,,,,,,"Proposed Site - Medium",,,,,12965,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,85,"Starr Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/22/2021,,N/A,10/22/2021,,,,,,,,,,,,-75.512339397735,40.133359305745,,,,,,,,,,,
3370,"110 Church Street",,,,,,,"Proposed Site - Medium",,,,,12964,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,110,"Church Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/22/2021,,N/A,10/22/2021,,,,,,,,,,,,-75.512506231168,40.133244467938,,,,,,,,,,,
3369,"106 Starr Street",,,,,,,"Proposed Site - Medium",,,,,12963,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,106,"Starr Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/22/2021,,N/A,10/22/2021,,,,,,,,,,,,-75.512416645403,40.133258617653,,,,,,,,,,,
3368,"106 Starr Street",,,,,,,"Proposed Site - Medium",,,,,12962,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,106,"Starr Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/22/2021,,N/A,10/22/2021,,,,,,,,,,,,-75.512313648594,40.133271024247,,,,,,,,,,,
3367,"85 Starr Street",,,,,,,"Proposed Site - Medium",,,,,12961,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,85,"Starr Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/22/2021,,N/A,10/22/2021,,,,,,,,,,,,-75.512044354825,40.133293274054,,,,,,,,,,,
3366,"85 Starr Street",,,,,,,"Proposed Site - Medium",,,,,12960,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,85,"Starr Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/22/2021,,N/A,10/22/2021,,,,,,,,,,,,-75.512054010794,40.133351615721,,,,,,,,,,,
3365,"85 Starr Street",,,,,,,"Proposed Site - Medium",,,,,12959,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,85,"Starr Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/22/2021,,N/A,10/22/2021,,,,,,,,,,,,-75.512086197302,40.133518232703,,,,,,,,,,,
3364,"85 Starr Street",,,,,,,"Proposed Site - Medium",,,,,12958,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,85,"Starr Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/22/2021,,N/A,10/22/2021,,,,,,,,,,,,-75.512104436372,40.133596260645,,,,,,,,,,,
3363,,,,,,,,"Proposed Site - Medium",,,,,12957,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/22/2021,,N/A,10/22/2021,,,,,,,,,,,,-75.512115165208,40.133671827646,,,,,,,,,,,
3362,,,,,,,,"Proposed Site - Medium",,,,,12956,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/22/2021,,N/A,10/22/2021,,,,,,,,,,,,-75.512125894045,40.133739191918,,,,,,,,,,,
3361,,,,,,,,"Proposed Site - Medium",,,,,12955,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/22/2021,,N/A,10/22/2021,,,,,,,,,,,,-75.512136622881,40.133796713014,,,,,,,,,,,
3360,"55 Starr Street",,,,,,,"Proposed Site - Medium",,,,,12954,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,55,"Starr Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/22/2021,,N/A,10/22/2021,,,,,,,,,,,,-75.512146278849,40.133855874531,,,,,,,,,,,
3359,"55 Starr Street",,,,,,,"Proposed Site - Medium",,,,,12953,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,55,"Starr Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/22/2021,,N/A,10/22/2021,,,,,,,,,,,,-75.512157007685,40.133916676527,,,,,,,,,,,
3358,"55 Starr Street",,,,,,,"Proposed Site - Medium",,,,,12952,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,55,"Starr Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/22/2021,,N/A,10/22/2021,,,,,,,,,,,,-75.512167736522,40.133981579778,,,,,,,,,,,
3357,"55 Starr Street",,,,,,,"Proposed Site - Medium",,,,,12951,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,55,"Starr Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/22/2021,,N/A,10/22/2021,,,,,,,,,,,,-75.512179538225,40.134044022158,,,,,,,,,,,
3356,"595 Emmett Street",,,,,,,"Proposed Site - Medium",,,,,12678,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,595,"Emmett Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/18/2021,,N/A,10/18/2021,,,,,,,,,,,,-75.524611432301,40.139040883282,,,,,,,,,,,
3355,"2 Franklin Avenue",,,,,,,"Proposed Site - Medium",,,,,12677,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,2,"Franklin Avenue",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/18/2021,,N/A,10/18/2021,,,,,,,,,,,,-75.5191163907,40.1370173159,,,,,,,,,,,
3354,"407 Vanderslice Street",,,,,,,"Proposed Site - Medium",,,,,12676,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,407,"Vanderslice Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/18/2021,,N/A,10/18/2021,,,,,,,,,,,,-75.519230116346,40.137005115059,,,,,,,,,,,
3353,"417 Vanderslice Street",,,,,,,"Proposed Site - Medium",,,,,12675,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,417,"Vanderslice Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/18/2021,,N/A,10/18/2021,,,,,,,,,,,,-75.519796599005,40.136926475948,,,,,,,,,,,
3352,"423 Vanderslice Street",,,,,,,"Proposed Site - Medium",,,,,12674,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,423,"Vanderslice Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/18/2021,,N/A,10/18/2021,,,,,,,,,,,,-75.519923199303,40.136911814418,,,,,,,,,,,
3351,"425 Vanderslice Street",,,,,,,"Proposed Site - Medium",,,,,12673,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,425,"Vanderslice Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/18/2021,,N/A,10/18/2021,,,,,,,,,,,,-75.519997228288,40.136902074231,,,,,,,,,,,
3350,"425 Vanderslice Street",,,,,,,"Proposed Site - Medium",,,,,12672,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,425,"Vanderslice Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/18/2021,,N/A,10/18/2021,,,,,,,,,,,,-75.520072330141,40.136893974501,,,,,,,,,,,
3349,"429 Vanderslice Street",,,,,,,"Proposed Site - Medium",,,,,12671,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,429,"Vanderslice Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/18/2021,,N/A,10/18/2021,,,,,,,,,,,,-75.520147431993,40.136883414097,,,,,,,,,,,
3348,"429 Vanderslice Street",,,,,,,"Proposed Site - Medium",,,,,12670,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,429,"Vanderslice Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/18/2021,,N/A,10/18/2021,,,,,,,,,,,,-75.520215023693,40.136872853691,,,,,,,,,,,
3347,"429 Vanderslice Street",,,,,,,"Proposed Site - Medium",,,,,12669,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,429,"Vanderslice Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/18/2021,,N/A,10/18/2021,,,,,,,,,,,,-75.520285833995,40.136865574173,,,,,,,,,,,
3346,"435 Vanderslice Street",,,,,,,"Proposed Site - Medium",,,,,12668,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,435,"Vanderslice Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/18/2021,,N/A,10/18/2021,,,,,,,,,,,,-75.520683873878,40.136810721482,,,,,,,,,,,
3345,"439 Vanderslice Street",,,,,,,"Proposed Site - Medium",,,,,12667,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,439,"Vanderslice Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/18/2021,,N/A,10/18/2021,,,,,,,,,,,,-75.520767558832,40.136800981281,,,,,,,,,,,
3344,"439 Vanderslice Street",,,,,,,"Proposed Site - Medium",,,,,12666,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,439,"Vanderslice Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/18/2021,,N/A,10/18/2021,,,,,,,,,,,,-75.520945657494,40.136776476983,,,,,,,,,,,
3343,"441 Vanderslice Street",,,,,,,"Proposed Site - Medium",,,,,12665,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,441,"Vanderslice Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/18/2021,,N/A,10/18/2021,,,,,,,,,,,,-75.52103256105,40.136766736776,,,,,,,,,,,
3342,"441 Vanderslice Street",,,,,,,"Proposed Site - Medium",,,,,12664,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,441,"Vanderslice Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/18/2021,,N/A,10/18/2021,,,,,,,,,,,,-75.521124829024,40.136752895427,,,,,,,,,,,
3341,"443 Vanderslice Street",,,,,,,"Proposed Site - Medium",,,,,12663,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,443,"Vanderslice Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/18/2021,,N/A,10/18/2021,,,,,,,,,,,,-75.521339405745,40.136725930434,,,,,,,,,,,
3340,"503 Vanderslice Street",,,,,,,"Proposed Site - Medium",,,,,12662,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,503,"Vanderslice Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/18/2021,,N/A,10/18/2021,,,,,,,,,,,,-75.521461714492,40.136707167717,,,,,,,,,,,
3339,"500 West High Street",,,,,,,"Proposed Site - Medium",,,,,12661,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,500,"West High Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/18/2021,,N/A,10/18/2021,,,,,,,,,,,,-75.521767575207,40.137370135558,,,,,,,,,,,
3338,,,,,,,,"Proposed Site - Medium",,,,,12660,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/18/2021,,N/A,10/18/2021,,,,,,,,,,,,-75.52178044986,40.137420271525,,,,,,,,,,,
3337,,,,,,,,"Proposed Site - Medium",,,,,12659,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/18/2021,,N/A,10/18/2021,,,,,,,,,,,,-75.521790105829,40.137463025498,,,,,,,,,,,
3336,"503 Vanderslice Street",,,,,,,"Proposed Site - Medium",,,,,12658,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,503,"Vanderslice Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/18/2021,,N/A,10/18/2021,,,,,,,,,,,,-75.521686036152,40.137006264174,,,,,,,,,,,
3335,"503 Vanderslice Street",,,,,,,"Proposed Site - Medium",,,,,12657,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,503,"Vanderslice Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/18/2021,,N/A,10/18/2021,,,,,,,,,,,,-75.521671015765,40.136942389126,,,,,,,,,,,
3334,"503 Vanderslice Street",,,,,,,"Proposed Site - Medium",,,,,12656,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,503,"Vanderslice Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/18/2021,,N/A,10/18/2021,,,,,,,,,,,,-75.521660286929,40.136889176957,,,,,,,,,,,
3333,"503 Vanderslice Street",,,,,,,"Proposed Site - Medium",,,,,12655,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,503,"Vanderslice Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/18/2021,,N/A,10/18/2021,,,,,,,,,,,,-75.521648485225,40.136820380417,,,,,,,,,,,
3332,"503 Vanderslice Street",,,,,,,"Proposed Site - Medium",,,,,12654,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,503,"Vanderslice Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/18/2021,,N/A,10/18/2021,,,,,,,,,,,,-75.52162810042,40.136735999488,,,,,,,,,,,
3331,"503 Vanderslice Street",,,,,,,"Proposed Site - Large",,,,,12653,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,503,"Vanderslice Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/18/2021,,N/A,10/18/2021,,,,,,,,,,,,-75.521671015765,40.136684427622,,,,,,,,,,,
3330,"509 Vanderslice Street",,,,,,,"Proposed Site - Large",,,,,12652,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,509,"Vanderslice Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/18/2021,,N/A,10/18/2021,,,,,,,,,,,,-75.521755773586,40.136672226721,,,,,,,,,,,
3329,"509 Vanderslice Street",,,,,,,"Proposed Site - Large",,,,,12651,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,509,"Vanderslice Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/18/2021,,N/A,10/18/2021,,,,,,,,,,,,-75.521844822958,40.136660846034,,,,,,,,,,,
3328,"509 Vanderslice Street",,,,,,,"Proposed Site - Large",,,,,12650,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,509,"Vanderslice Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/18/2021,,N/A,10/18/2021,,,,,,,,,,,,-75.521913487525,40.136650285594,,,,,,,,,,,
3327,"511 Vanderslice Street",,,,,,,"Proposed Site - Large",,,,,12649,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,511,"Vanderslice Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/18/2021,,N/A,10/18/2021,,,,,,,,,,,,-75.521980006358,40.136643006051,,,,,,,,,,,
3326,"515 Vanderslice Street",,,,,,,"Proposed Site - Large",,,,,12648,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,515,"Vanderslice Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/18/2021,,N/A,10/18/2021,,,,,,,,,,,,-75.522047598058,40.136633265825,,,,,,,,,,,
3325,"517 Vanderslice Street",,,,,,,"Proposed Site - Large",,,,,12647,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,517,"Vanderslice Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/18/2021,,N/A,10/18/2021,,,,,,,,,,,,-75.522128064328,40.136621885132,,,,,,,,,,,
3324,"531 Vanderslice Street",,,,,,,"Proposed Site - Medium",,,,,12646,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,531,"Vanderslice Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/18/2021,,N/A,10/18/2021,,,,,,,,,,,,-75.522586185595,40.13655965019,,,,,,,,,,,
3323,"535 Vanderslice Street",,,,,,,"Proposed Site - Medium",,,,,12645,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,535,"Vanderslice Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/18/2021,,N/A,10/18/2021,,,,,,,,,,,,-75.522699911241,40.136545808799,,,,,,,,,,,
3322,"537 Vanderslice Street",,,,,,,"Proposed Site - Medium",,,,,12644,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,537,"Vanderslice Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/18/2021,,N/A,10/18/2021,,,,,,,,,,,,-75.522784669062,40.136534428091,,,,,,,,,,,
3321,"537 Vanderslice Street",,,,,,,"Proposed Site - Medium",,,,,12643,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,537,"Vanderslice Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/18/2021,,N/A,10/18/2021,,,,,,,,,,,,-75.522878009985,40.136522227163,,,,,,,,,,,
3320,"539 Vanderslice Street",,,,,,,"Proposed Site - Medium",,,,,12642,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,539,"Vanderslice Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/18/2021,,N/A,10/18/2021,,,,,,,,,,,,-75.522946674552,40.136515767856,,,,,,,,,,,
3319,"543 Vanderslice Street",,,,,,,"Proposed Site - Medium",,,,,12641,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,543,"Vanderslice Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/18/2021,,N/A,10/18/2021,,,,,,,,,,,,-75.52302821369,40.136504387144,,,,,,,,,,,
3318,"545 Vanderslice Street",,,,,,,"Proposed Site - Medium",,,,,12640,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,545,"Vanderslice Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/18/2021,,N/A,10/18/2021,,,,,,,,,,,,-75.523093659574,40.136487264835,,,,,,,,,,,
3317,"551 Vanderslice Street",,,,,,,"Proposed Site - Medium",,,,,12639,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,551,"Vanderslice Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/18/2021,,N/A,10/18/2021,,,,,,,,,,,,-75.523316819396,40.136468502052,,,,,,,,,,,
3316,"551 Vanderslice Street",,,,,,,"Proposed Site - Medium",,,,,12638,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,551,"Vanderslice Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/18/2021,,N/A,10/18/2021,,,,,,,,,,,,-75.523388702647,40.136458761801,,,,,,,,,,,
3315,"551 Vanderslice Street",,,,,,,"Proposed Site - Medium",,,,,12637,,"Borough of Phoenixville",,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,551,"Vanderslice Street",Phoenixville,,,,,,,,,,,,,,mike,,mike,N/A,10/18/2021,,N/A,10/18/2021,,,,,,,,,,,,-75.523475606203,40.136447381079,,,,,,,,,,,
